CBSA,NAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,LSAD
14100,"Bloomsburg-Berwick, PA",64722,64686,64981,65289,65439,Micropolitan Statistical Area
14100,"Columbia County, PA",64722,64686,64981,65289,65439,County or equivalent
14140,"Bluefield, WV-VA",100091,99926,99106,98175,97177,Micropolitan Statistical Area
14140,"Tazewell County, VA",40437,40407,39950,39563,39120,County or equivalent
14140,"Mercer County, WV",59654,59519,59156,58612,58057,County or equivalent
14180,"Blytheville, AR",40682,40538,39534,38863,38663,Micropolitan Statistical Area
14180,"Mississippi County, AR",40682,40538,39534,38863,38663,County or equivalent
14220,"Bogalusa, LA",45463,45357,45198,44991,44865,Micropolitan Statistical Area
14220,"Washington Parish, LA",45463,45357,45198,44991,44865,County or equivalent
14300,"Bonham, TX",35661,35801,36723,37075,37571,Micropolitan Statistical Area
14300,"Fannin County, TX",35661,35801,36723,37075,37571,County or equivalent
14380,"Boone, NC",54077,54122,54968,55013,54748,Micropolitan Statistical Area
14380,"Watauga County, NC",54077,54122,54968,55013,54748,County or equivalent
14420,"Borger, TX",20613,20569,20438,20222,20033,Micropolitan Statistical Area
14420,"Hutchinson County, TX",20613,20569,20438,20222,20033,County or equivalent
14620,"Bradford, PA",40430,40399,40317,39819,39519,Micropolitan Statistical Area
14620,"McKean County, PA",40430,40399,40317,39819,39519,County or equivalent
14660,"Brainerd, MN",96209,96445,98024,99192,99750,Micropolitan Statistical Area
14660,"Cass County, MN",30090,30168,30682,31308,31446,County or equivalent
14660,"Crow Wing County, MN",66119,66277,67342,67884,68304,County or equivalent
14700,"Branson, MO",56058,56062,56304,56749,56775,Micropolitan Statistical Area
14700,"Taney County, MO",56058,56062,56304,56749,56775,County or equivalent
14710,"Brattleboro, VT",45915,45860,46150,45899,45966,Micropolitan Statistical Area
14710,"Windham County, VT",45915,45860,46150,45899,45966,County or equivalent
14720,"Breckenridge, CO",38487,38409,38393,37982,37830,Micropolitan Statistical Area
14720,"Lake County, CO",7432,7408,7395,7346,7365,County or equivalent
14720,"Summit County, CO",31055,31001,30998,30636,30465,County or equivalent
14780,"Brenham, TX",35802,35804,35947,36368,37007,Micropolitan Statistical Area
14780,"Washington County, TX",35802,35804,35947,36368,37007,County or equivalent
14820,"Brevard, NC",32984,33048,33272,33373,33549,Micropolitan Statistical Area
14820,"Transylvania County, NC",32984,33048,33272,33373,33549,County or equivalent
14940,"Brigham City, UT-ID",62230,62512,64290,66263,67637,Micropolitan Statistical Area
14940,"Oneida County, ID",4566,4566,4605,4740,4953,County or equivalent
14940,"Box Elder County, UT",57664,57946,59685,61523,62684,County or equivalent
15020,"Brookhaven, MS",34907,34828,34939,34764,34702,Micropolitan Statistical Area
15020,"Lincoln County, MS",34907,34828,34939,34764,34702,County or equivalent
15060,"Brookings, OR",23450,23519,23719,23613,23296,Micropolitan Statistical Area
15060,"Curry County, OR",23450,23519,23719,23613,23296,County or equivalent
15100,"Brookings, SD",34370,34343,34696,35491,35980,Micropolitan Statistical Area
15100,"Brookings County, SD",34370,34343,34696,35491,35980,County or equivalent
15220,"Brownwood, TX",38092,38043,38135,38443,38709,Micropolitan Statistical Area
15220,"Brown County, TX",38092,38043,38135,38443,38709,County or equivalent
15340,"Bucyrus, OH",42016,42013,41782,41509,41529,Micropolitan Statistical Area
15340,"Crawford County, OH",42016,42013,41782,41509,41529,County or equivalent
15420,"Burley, ID",46274,46428,47188,47852,48176,Micropolitan Statistical Area
15420,"Cassia County, ID",24692,24760,25244,25644,25696,County or equivalent
15420,"Minidoka County, ID",21582,21668,21944,22208,22480,County or equivalent
15460,"Burlington, IA-IL",45295,45158,44812,44410,44341,Micropolitan Statistical Area
15460,"Henderson County, IL",6385,6335,6306,6168,6088,County or equivalent
15460,"Des Moines County, IA",38910,38823,38506,38242,38253,County or equivalent
15580,"Butte-Silver Bow, MT",35132,35210,35502,35947,36360,Micropolitan Statistical Area
15580,"Silver Bow County, MT",35132,35210,35502,35947,36360,County or equivalent
15620,"Cadillac, MI",48728,48758,49071,49250,49433,Micropolitan Statistical Area
15620,"Missaukee County, MI",15055,15065,15173,15232,15311,County or equivalent
15620,"Wexford County, MI",33673,33693,33898,34018,34122,County or equivalent
15660,"Calhoun, GA",57544,57722,58239,58855,59757,Micropolitan Statistical Area
15660,"Gordon County, GA",57544,57722,58239,58855,59757,County or equivalent
15700,"Cambridge, MD",32529,32530,32594,32583,32879,Micropolitan Statistical Area
15700,"Dorchester County, MD",32529,32530,32594,32583,32879,County or equivalent
15740,"Cambridge, OH",38442,38423,38287,38060,38089,Micropolitan Statistical Area
15740,"Guernsey County, OH",38442,38423,38287,38060,38089,County or equivalent
15780,"Camden, AR",27387,27351,27040,26681,26434,Micropolitan Statistical Area
15780,"Calhoun County, AR",4740,4736,4728,4687,4641,County or equivalent
15780,"Ouachita County, AR",22647,22615,22312,21994,21793,County or equivalent
15820,"Campbellsville, KY",37130,37132,37512,37788,37911,Micropolitan Statistical Area
15820,"Green County, KY",11110,11132,11325,11392,11468,County or equivalent
15820,"Taylor County, KY",26020,26000,26187,26396,26443,County or equivalent
15860,"Canon City, CO",48934,48878,49237,49616,50318,Micropolitan Statistical Area
15860,"Fremont County, CO",48934,48878,49237,49616,50318,County or equivalent
15900,"Canton, IL",33608,33487,33275,32935,32541,Micropolitan Statistical Area
15900,"Fulton County, IL",33608,33487,33275,32935,32541,County or equivalent
16060,"Carbondale, IL",52966,52891,52604,52477,52141,Micropolitan Statistical Area
16060,"Jackson County, IL",52966,52891,52604,52477,52141,County or equivalent
16100,"Carlsbad-Artesia, NM",62314,62333,60855,60203,60275,Micropolitan Statistical Area
16100,"Eddy County, NM",62314,62333,60855,60203,60275,County or equivalent
16140,"Carroll, IA",20759,20726,20740,20541,20522,Micropolitan Statistical Area
16140,"Carroll County, IA",20759,20726,20740,20541,20522,County or equivalent
16260,"Cedar City, UT",57286,57713,60520,62508,64211,Micropolitan Statistical Area
16260,"Iron County, UT",57286,57713,60520,62508,64211,County or equivalent
16340,"Cedartown, GA",42851,42924,43316,43669,44223,Micropolitan Statistical Area
16340,"Polk County, GA",42851,42924,43316,43669,44223,County or equivalent
16380,"Celina, OH",42539,42542,42392,42424,42439,Micropolitan Statistical Area
16380,"Mercer County, OH",42539,42542,42392,42424,42439,County or equivalent
16460,"Centralia, IL",37736,37652,37379,36905,36673,Micropolitan Statistical Area
16460,"Marion County, IL",37736,37652,37379,36905,36673,County or equivalent
16500,"Centralia, WA",82143,82553,84569,85357,86154,Micropolitan Statistical Area
16500,"Lewis County, WA",82143,82553,84569,85357,86154,County or equivalent
16660,"Charleston-Mattoon, IL",46864,46760,46802,46346,46060,Micropolitan Statistical Area
16660,"Coles County, IL",46864,46760,46802,46346,46060,County or equivalent
17060,"Chillicothe, OH",77078,77049,76500,76508,76501,Micropolitan Statistical Area
17060,"Ross County, OH",77078,77049,76500,76508,76501,County or equivalent
17220,"Clarksburg, WV",90425,90315,89668,88874,88707,Micropolitan Statistical Area
17220,"Doddridge County, WV",7807,7786,7738,7712,7680,County or equivalent
17220,"Harrison County, WV",65914,65838,65402,64752,64639,County or equivalent
17220,"Taylor County, WV",16704,16691,16528,16410,16388,County or equivalent
17260,"Clarksdale, MS",21385,21224,20721,20235,20077,Micropolitan Statistical Area
17260,"Coahoma County, MS",21385,21224,20721,20235,20077,County or equivalent
17340,"Clearlake, CA",68160,68199,68645,68172,67878,Micropolitan Statistical Area
17340,"Lake County, CA",68160,68199,68645,68172,67878,County or equivalent
17380,"Cleveland, MS",30980,30835,30201,29461,28968,Micropolitan Statistical Area
17380,"Bolivar County, MS",30980,30835,30201,29461,28968,County or equivalent
17500,"Clewiston, FL",51749,51801,52481,53854,56119,Micropolitan Statistical Area
17500,"Glades County, FL",12128,12078,12266,12463,12786,County or equivalent
17500,"Hendry County, FL",39621,39723,40215,41391,43333,County or equivalent
17540,"Clinton, IA",46459,46427,46483,46255,46158,Micropolitan Statistical Area
17540,"Clinton County, IA",46459,46427,46483,46255,46158,County or equivalent
17580,"Clovis, NM",67614,67518,66928,66288,66009,Micropolitan Statistical Area
17580,"Curry County, NM",48426,48370,47936,47430,47222,County or equivalent
17580,"Roosevelt County, NM",19188,19148,18992,18858,18787,County or equivalent
17650,"Cody, WY",29627,29669,30141,30505,30735,Micropolitan Statistical Area
17650,"Park County, WY",29627,29669,30141,30505,30735,County or equivalent
17740,"Coldwater, MI",44873,44884,45215,44502,45215,Micropolitan Statistical Area
17740,"Branch County, MI",44873,44884,45215,44502,45215,County or equivalent
18060,"Columbus, MS",69160,69006,68276,67671,67197,Micropolitan Statistical Area
18060,"Lowndes County, MS",58881,58777,58160,57671,57283,County or equivalent
18060,"Noxubee County, MS",10279,10229,10116,10000,9914,County or equivalent
18100,"Columbus, NE",44875,44844,44772,44808,45175,Micropolitan Statistical Area
18100,"Colfax County, NE",10580,10557,10477,10453,10566,County or equivalent
18100,"Platte County, NE",34295,34287,34295,34355,34609,County or equivalent
18180,"Concord, NH",153805,154038,154622,156459,157103,Micropolitan Statistical Area
18180,"Merrimack County, NH",153805,154038,154622,156459,157103,County or equivalent
18220,"Connersville, IN",23398,23359,23381,23389,23362,Micropolitan Statistical Area
18220,"Fayette County, IN",23398,23359,23381,23389,23362,County or equivalent
18260,"Cookeville, TN",141333,141738,143393,145478,148226,Micropolitan Statistical Area
18260,"Jackson County, TN",11617,11633,11771,12015,12363,County or equivalent
18260,"Overton County, TN",22509,22590,22831,22993,23327,County or equivalent
18260,"Putnam County, TN",79853,80071,81250,82470,83844,County or equivalent
18260,"White County, TN",27354,27444,27541,28000,28692,County or equivalent
18300,"Coos Bay-North Bend, OR",64933,64979,65126,64923,64212,Micropolitan Statistical Area
18300,"Coos County, OR",64933,64979,65126,64923,64212,County or equivalent
18340,"Corbin, KY",149858,149922,149527,149434,149563,Micropolitan Statistical Area
18340,"Clay County, KY",20339,20312,20161,19874,19648,County or equivalent
18340,"Knox County, KY",30197,30185,30025,29773,29794,County or equivalent
18340,"Laurel County, KY",62608,62727,62580,62879,63296,County or equivalent
18340,"Whitley County, KY",36714,36698,36761,36908,36825,County or equivalent
18380,"Cordele, GA",20128,20053,20000,19729,19631,Micropolitan Statistical Area
18380,"Crisp County, GA",20128,20053,20000,19729,19631,County or equivalent
18420,"Corinth, MS",34746,34733,34398,34147,34135,Micropolitan Statistical Area
18420,"Alcorn County, MS",34746,34733,34398,34147,34135,County or equivalent
18460,"Cornelia, GA",46034,46142,46748,47465,48757,Micropolitan Statistical Area
18460,"Habersham County, GA",46034,46142,46748,47465,48757,County or equivalent
18500,"Corning, NY",93571,93309,93087,92505,92162,Micropolitan Statistical Area
18500,"Steuben County, NY",93571,93309,93087,92505,92162,County or equivalent
18620,"Corsicana, TX",52623,52838,53637,54687,55635,Micropolitan Statistical Area
18620,"Navarro County, TX",52623,52838,53637,54687,55635,County or equivalent
18660,"Cortland, NY",46800,46741,46413,46081,45752,Micropolitan Statistical Area
18660,"Cortland County, NY",46800,46741,46413,46081,45752,County or equivalent
18740,"Coshocton, OH",36606,36584,36658,36615,36869,Micropolitan Statistical Area
18740,"Coshocton County, OH",36606,36584,36658,36615,36869,County or equivalent
18820,"Crawfordsville, IN",37930,37935,38057,38319,38573,Micropolitan Statistical Area
18820,"Montgomery County, IN",37930,37935,38057,38319,38573,County or equivalent
18860,"Crescent City, CA",27745,27604,27584,27112,26589,Micropolitan Statistical Area
18860,"Del Norte County, CA",27745,27604,27584,27112,26589,County or equivalent
18900,"Crossville, TN",61151,61379,62391,63482,64760,Micropolitan Statistical Area
18900,"Cumberland County, TN",61151,61379,62391,63482,64760,County or equivalent
18980,"Cullman, AL",87857,88136,89639,90663,92016,Micropolitan Statistical Area
18980,"Cullman County, AL",87857,88136,89639,90663,92016,County or equivalent
19060,"Cumberland, MD-WV",95040,94849,94584,94168,94140,Micropolitan Statistical Area
19060,"Allegany County, MD",68108,67960,67687,67266,67273,County or equivalent
19060,"Mineral County, WV",26932,26889,26897,26902,26867,County or equivalent
19180,"Danville, IL",74204,74009,73164,72103,71652,Micropolitan Statistical Area
19180,"Vermilion County, IL",74204,74009,73164,72103,71652,County or equivalent
19220,"Danville, KY",54895,55008,54899,55270,55764,Micropolitan Statistical Area
19220,"Boyle County, KY",30614,30753,30604,30851,30988,County or equivalent
19220,"Lincoln County, KY",24281,24255,24295,24419,24776,County or equivalent
19260,"Danville, VA",103088,102946,102323,101841,101408,Micropolitan Statistical Area
19260,"Pittsylvania County, VA",60498,60367,60038,59824,59571,County or equivalent
19260,"Danville city, VA",42590,42579,42285,42017,41837,County or equivalent
19540,"Decatur, IN",35805,35849,35991,36151,36288,Micropolitan Statistical Area
19540,"Adams County, IN",35805,35849,35991,36151,36288,County or equivalent
19580,"Defiance, OH",38279,38262,38170,38128,38315,Micropolitan Statistical Area
19580,"Defiance County, OH",38279,38262,38170,38128,38315,County or equivalent
19620,"Del Rio, TX",47585,47605,47533,47617,47720,Micropolitan Statistical Area
19620,"Val Verde County, TX",47585,47605,47533,47617,47720,County or equivalent
19700,"Deming, NM",25426,25458,25471,25693,25316,Micropolitan Statistical Area
19700,"Luna County, NM",25426,25458,25471,25693,25316,County or equivalent
19760,"DeRidder, LA",36555,36605,36668,36624,36827,Micropolitan Statistical Area
19760,"Beauregard Parish, LA",36555,36605,36668,36624,36827,County or equivalent
19810,"Detroit Lakes, MN",35172,35193,35336,35363,35283,Micropolitan Statistical Area
19810,"Becker County, MN",35172,35193,35336,35363,35283,County or equivalent
